日期	星期	时间	双方	客队	主队	客队编号	主队编号
2017/2/2	星期五	9:00	火箭vs马刺	火箭	马刺	1	5
2017/2/2	星期五	11:30	雷霆vs掘金	雷霆	掘金	0	15
2017/2/3	星期六	8:00	步行者vs黄蜂	步行者	黄蜂	13	24
2017/2/3	星期六	8:30	湖人vs篮网	湖人	篮网	20	19
2017/2/3	星期六	8:30	老鹰vs凯尔特人	老鹰	凯尔特人	27	4
2017/2/3	星期六	8:30	开拓者vs猛龙	开拓者	猛龙	12	14
2017/2/3	星期六	9:00	热火vs76人	热火	76人	23	7
2017/2/3	星期六	9:00	尼克斯vs雄鹿	尼克斯	雄鹿	16	25
2017/2/3	星期六	10:00	爵士vs太阳	爵士	太阳	18	28
2017/2/3	星期六	10:00	鹈鹕vs雷霆	鹈鹕	雷霆	11	0
2017/2/3	星期六	11:30	勇士vs国王	勇士	国王	2	17
2017/2/4	星期日	4:30	公牛vs快船	公牛	快船	26	8
2017/2/4	星期日	8:00	76人vs步行者	76人	步行者	7	13
2017/2/4	星期日	8:00	奇才vs魔术	奇才	魔术	22	10
2017/2/4	星期日	8:00	热火vs活塞	热火	活塞	23	21
2017/2/4	星期日	9:30	火箭vs骑士	火箭	骑士	1	3
2017/2/4	星期日	10:00	爵士vs马刺	爵士	马刺	18	5
2017/2/4	星期日	10:00	鹈鹕vs森林狼	鹈鹕	森林狼	11	6
2017/2/4	星期日	10:00	勇士vs掘金	勇士	掘金	2	15
2017/2/4	星期日	11:00	小牛vs国王	小牛	国王	29	17
2017/2/5	星期一	1:00	开拓者vs凯尔特人	开拓者	凯尔特人	12	4
2017/2/5	星期一	1:00	灰熊vs猛龙	灰熊	猛龙	9	14
2017/2/5	星期一	1:00	老鹰vs尼克斯	老鹰	尼克斯	27	16
2017/2/5	星期一	1:00	雄鹿vs篮网	雄鹿	篮网	25	19
2017/2/5	星期一	3:00	湖人vs雷霆	湖人	雷霆	20	0
2017/2/5	星期一	4:00	黄蜂vs太阳	黄蜂	太阳	24	28
2017/2/6	星期二	8:00	开拓者vs活塞	开拓者	活塞	12	21
2017/2/6	星期二	8:00	奇才vs步行者	奇才	步行者	22	13
2017/2/6	星期二	8:30	魔术vs热火	魔术	热火	10	23
2017/2/6	星期二	9:00	爵士vs鹈鹕	爵士	鹈鹕	18	11
2017/2/6	星期二	10:00	黄蜂vs掘金	黄蜂	掘金	24	15
2017/2/6	星期二	11:00	公牛vs国王	公牛	国王	26	17
2017/2/6	星期二	11:30	小牛vs快船	小牛	快船	29	8
2017/2/7	星期三	8:00	骑士vs魔术	骑士	魔术	3	10
2017/2/7	星期三	8:30	雄鹿vs尼克斯	雄鹿	尼克斯	25	16
2017/2/7	星期三	8:30	火箭vs篮网	火箭	篮网	1	19
2017/2/7	星期三	8:30	凯尔特人vs猛龙	凯尔特人	猛龙	4	14
2017/2/7	星期三	8:30	灰熊vs老鹰	灰熊	老鹰	9	27
2017/2/7	星期三	9:00	奇才vs76人	奇才	76人	22	7
2017/2/7	星期三	11:30	太阳vs湖人	太阳	湖人	28	20
2017/2/7	星期三	11:30	雷霆vs勇士	雷霆	勇士	0	2
2017/2/8	星期四	8:00	篮网vs活塞	篮网	活塞	19	21
2017/2/8	星期四	8:30	火箭vs热火	火箭	热火	1	23
2017/2/8	星期四	9:00	森林狼vs骑士	森林狼	骑士	6	3
2017/2/8	星期四	9:00	步行者vs鹈鹕	步行者	鹈鹕	13	11
2017/2/8	星期四	9:00	爵士vs灰熊	爵士	灰熊	18	9
2017/2/8	星期四	11:30	马刺vs太阳	马刺	太阳	5	28
2017/2/9	星期五	8:00	老鹰vs魔术	老鹰	魔术	27	10
2017/2/9	星期五	8:30	尼克斯vs猛龙	尼克斯	猛龙	16	14
2017/2/9	星期五	9:00	凯尔特人vs奇才	凯尔特人	奇才	4	22
2017/2/9	星期五	11:00	黄蜂vs开拓者	黄蜂	开拓者	24	12
2017/2/9	星期五	11:30	小牛vs勇士	小牛	勇士	29	2
2017/2/9	星期五	11:30	雷霆vs湖人	雷霆	湖人	0	20
2017/2/10	星期六	8:00	鹈鹕vs76人	鹈鹕	76人	11	7
2017/2/10	星期六	8:00	快船vs活塞	快船	活塞	8	21
2017/2/10	星期六	8:30	骑士vs老鹰	骑士	老鹰	3	27
2017/2/10	星期六	8:30	步行者vs凯尔特人	步行者	凯尔特人	13	4
2017/2/10	星期六	9:00	掘金vs火箭	掘金	火箭	15	1
2017/2/10	星期六	9:00	雄鹿vs热火	雄鹿	热火	25	23
2017/2/10	星期六	9:00	森林狼vs公牛	森林狼	公牛	6	26
2017/2/10	星期六	10:00	黄蜂vs爵士	黄蜂	爵士	24	18
2017/2/10	星期六	11:30	开拓者vs国王	开拓者	国王	12	17
2017/2/11	星期日	7:00	鹈鹕vs篮网	鹈鹕	篮网	11	19
2017/2/11	星期日	8:00	快船vs76人	快船	76人	8	7
2017/2/11	星期日	8:00	雄鹿vs魔术	雄鹿	魔术	25	10
2017/2/11	星期日	9:00	奇才vs公牛	奇才	公牛	22	26
2017/2/11	星期日	9:30	马刺vs勇士	马刺	勇士	5	2
2017/2/11	星期日	9:30	湖人vs小牛	湖人	小牛	20	29
2017/2/11	星期日	10:00	掘金vs太阳	掘金	太阳	15	28
2017/2/12	星期一	2:00	猛龙vs黄蜂	猛龙	黄蜂	14	24
2017/2/12	星期一	4:30	活塞vs老鹰	活塞	老鹰	21	27
2017/2/12	星期一	4:30	骑士vs凯尔特人	骑士	凯尔特人	3	4
2017/2/12	星期一	6:00	尼克斯vs步行者	尼克斯	步行者	16	13
2017/2/12	星期一	8:00	灰熊vs雷霆	灰熊	雷霆	9	0
2017/2/12	星期一	8:00	小牛vs火箭	小牛	火箭	29	1
2017/2/12	星期一	8:00	国王vs森林狼	国王	森林狼	17	6
2017/2/12	星期一	10:00	爵士vs开拓者	爵士	开拓者	18	12
2017/2/13	星期二	8:00	尼克斯vs76人	尼克斯	76人	16	7
2017/2/13	星期二	8:00	鹈鹕vs活塞	鹈鹕	活塞	11	21
2017/2/13	星期二	8:30	快船vs篮网	快船	篮网	8	19
2017/2/13	星期二	9:00	魔术vs公牛	魔术	公牛	10	26
2017/2/13	星期二	10:00	马刺vs爵士	马刺	爵士	5	18
2017/2/13	星期二	11:30	太阳vs勇士	太阳	勇士	28	2
2017/2/14	星期三	8:00	热火vs猛龙	热火	猛龙	23	14
2017/2/14	星期三	9:00	火箭vs森林狼	火箭	森林狼	1	6
2017/2/14	星期三	9:00	骑士vs雷霆	骑士	雷霆	3	0
2017/2/14	星期三	9:00	老鹰vs雄鹿	老鹰	雄鹿	27	25
2017/2/14	星期三	9:30	国王vs小牛	国王	小牛	17	29
2017/2/14	星期三	11:30	马刺vs掘金	马刺	掘金	5	15
2017/2/15	星期四	8:00	热火vs76人	热火	76人	23	7
2017/2/15	星期四	8:00	黄蜂vs魔术	黄蜂	魔术	24	10
2017/2/15	星期四	8:00	老鹰vs活塞	老鹰	活塞	27	21
2017/2/15	星期四	8:30	奇才vs尼克斯	奇才	尼克斯	22	16
2017/2/15	星期四	8:30	步行者vs篮网	步行者	篮网	13	19
2017/2/15	星期四	9:00	雷霆vs灰熊	雷霆	灰熊	0	9
2017/2/15	星期四	9:00	湖人vs鹈鹕	湖人	鹈鹕	20	11
2017/2/15	星期四	9:00	国王vs火箭	国王	火箭	17	1
2017/2/15	星期四	9:00	快船vs凯尔特人	快船	凯尔特人	8	4
2017/2/15	星期四	9:00	猛龙vs公牛	猛龙	公牛	14	26
2017/2/15	星期四	10:00	太阳vs爵士	太阳	爵士	28	18
2017/2/15	星期四	11:30	勇士vs开拓者	勇士	开拓者	2	12
2017/2/16	星期五	9:00	掘金vs雄鹿	掘金	雄鹿	15	25
2017/2/16	星期五	10:00	湖人vs森林狼	湖人	森林狼	20	6
2017/2/23	星期五	8:00	篮网vs黄蜂	篮网	黄蜂	19	24
2017/2/23	星期五	8:00	尼克斯vs魔术	尼克斯	魔术	16	10
2017/2/23	星期五	9:00	奇才vs骑士	奇才	骑士	22	3
2017/2/23	星期五	9:00	76人vs公牛	76人	公牛	7	26
2017/2/23	星期五	11:00	雷霆vs国王	雷霆	国王	0	17
2017/2/23	星期五	11:30	快船vs勇士	快船	勇士	8	2
2017/2/24	星期六	8:00	凯尔特人vs活塞	凯尔特人	活塞	4	21
2017/2/24	星期六	8:00	老鹰vs步行者	老鹰	步行者	27	13
2017/2/24	星期六	8:00	黄蜂vs奇才	黄蜂	奇才	24	22
2017/2/24	星期六	8:30	雄鹿vs猛龙	雄鹿	猛龙	25	14
2017/2/24	星期六	9:00	骑士vs灰熊	骑士	灰熊	3	9
2017/2/24	星期六	9:00	热火vs鹈鹕	热火	鹈鹕	23	11
2017/2/24	星期六	9:00	森林狼vs火箭	森林狼	火箭	6	1
2017/2/24	星期六	10:00	马刺vs掘金	马刺	掘金	5	15
2017/2/24	星期六	10:00	快船vs太阳	快船	太阳	8	28
2017/2/24	星期六	10:00	开拓者vs爵士	开拓者	爵士	12	18
2017/2/24	星期六	11:30	小牛vs湖人	小牛	湖人	29	20
2017/2/25	星期日	6:00	魔术vs76人	魔术	76人	10	7
2017/2/25	星期日	8:30	凯尔特人vs尼克斯	凯尔特人	尼克斯	4	16
2017/2/25	星期日	8:30	灰熊vs热火	灰熊	热火	9	23
2017/2/25	星期日	9:30	雷霆vs勇士	雷霆	勇士	0	2
2017/2/25	星期日	10:00	公牛vs森林狼	公牛	森林狼	26	6
2017/2/25	星期日	10:00	开拓者vs太阳	开拓者	太阳	12	28
2017/2/25	星期日	10:00	小牛vs爵士	小牛	爵士	29	18
2017/2/25	星期日	11:00	湖人vs国王	湖人	国王	20	17
2017/2/26	星期一	2:00	活塞vs黄蜂	活塞	黄蜂	21	24
2017/2/26	星期一	4:00	鹈鹕vs雄鹿	鹈鹕	雄鹿	11	25
2017/2/26	星期一	4:30	马刺vs骑士	马刺	骑士	5	3
2017/2/26	星期一	9:00	火箭vs掘金	火箭	掘金	1	15
2017/2/26	星期一	9:00	76人vs奇才	76人	奇才	7	22
2017/2/27	星期二	8:30	活塞vs猛龙	活塞	猛龙	21	14
2017/2/27	星期二	8:30	公牛vs篮网	公牛	篮网	26	19
2017/2/27	星期二	8:30	灰熊vs凯尔特人	灰熊	凯尔特人	9	4
2017/2/27	星期二	8:30	勇士vs尼克斯	勇士	尼克斯	2	16
2017/2/27	星期二	8:30	湖人vs老鹰	湖人	老鹰	20	27
2017/2/27	星期二	9:00	魔术vs雷霆	魔术	雷霆	10	0
2017/2/27	星期二	9:00	太阳vs鹈鹕	太阳	鹈鹕	28	11
2017/2/27	星期二	9:30	步行者vs小牛	步行者	小牛	13	29
2017/2/27	星期二	10:00	火箭vs爵士	火箭	爵士	1	18
2017/2/27	星期二	11:00	森林狼vs国王	森林狼	国王	6	17
2017/2/28	星期三	8:00	篮网vs骑士	篮网	骑士	19	3
2017/2/28	星期三	8:00	公牛vs黄蜂	公牛	黄蜂	26	24
2017/2/28	星期三	8:30	76人vs热火	76人	热火	7	23
2017/2/28	星期三	9:00	奇才vs雄鹿	奇才	雄鹿	22	25
2017/2/28	星期三	11:00	国王vs开拓者	国王	开拓者	17	12
2017/2/28	星期三	11:30	快船vs掘金	快船	掘金	8	15
2017/3/1	星期四	8:00	雄鹿vs活塞	雄鹿	活塞	25	21
2017/3/1	星期四	8:00	猛龙vs魔术	猛龙	魔术	14	10
2017/3/1	星期四	8:30	黄蜂vs凯尔特人	黄蜂	凯尔特人	24	4
2017/3/1	星期四	8:30	步行者vs老鹰	步行者	老鹰	13	27
2017/3/1	星期四	9:00	太阳vs灰熊	太阳	灰熊	28	9
2017/3/1	星期四	9:00	勇士vs奇才	勇士	奇才	2	22
2017/3/1	星期四	9:30	鹈鹕vs马刺	鹈鹕	马刺	11	5
2017/3/1	星期四	9:30	雷霆vs小牛	雷霆	小牛	0	29
2017/3/1	星期四	11:30	火箭vs快船	火箭	快船	1	8
2017/3/2	星期五	8:30	湖人vs热火	湖人	热火	20	23
2017/3/2	星期五	9:00	76人vs骑士	76人	骑士	7	3
2017/3/2	星期五	11:00	篮网vs国王	篮网	国王	19	17
2017/3/2	星期五	11:30	森林狼vs开拓者	森林狼	开拓者	6	12
2017/3/3	星期六	8:00	活塞vs魔术	活塞	魔术	21	10
2017/3/3	星期六	8:00	黄蜂vs76人	黄蜂	76人	24	7
2017/3/3	星期六	8:30	勇士vs老鹰	勇士	老鹰	2	27
2017/3/3	星期六	9:00	掘金vs灰熊	掘金	灰熊	15	9
2017/3/3	星期六	9:00	小牛vs公牛	小牛	公牛	29	26
2017/3/3	星期六	9:00	猛龙vs奇才	猛龙	奇才	14	22
2017/3/3	星期六	9:00	步行者vs雄鹿	步行者	雄鹿	13	25
2017/3/3	星期六	10:00	雷霆vs太阳	雷霆	太阳	0	28
2017/3/3	星期六	11:30	森林狼vs爵士	森林狼	爵士	6	18
2017/3/3	星期六	11:30	尼克斯vs快船	尼克斯	快船	16	8
2017/3/4	星期日	8:00	灰熊vs魔术	灰熊	魔术	9	10
2017/3/4	星期日	8:30	掘金vs骑士	掘金	骑士	15	3
2017/3/4	星期日	8:30	活塞vs热火	活塞	热火	21	23
2017/3/4	星期日	9:30	凯尔特人vs火箭	凯尔特人	火箭	4	1
2017/3/4	星期日	10:00	湖人vs马刺	湖人	马刺	20	5
2017/3/4	星期日	11:00	雷霆vs开拓者	雷霆	开拓者	0	12
2017/3/4	星期日	11:00	爵士vs国王	爵士	国王	18	17
2017/3/5	星期一	4:30	太阳vs老鹰	太阳	老鹰	28	27
2017/3/5	星期一	7:00	步行者vs奇才	步行者	奇才	13	22
2017/3/5	星期一	7:00	黄蜂vs猛龙	黄蜂	猛龙	24	14
2017/3/5	星期一	8:00	鹈鹕vs小牛	鹈鹕	小牛	11	29
2017/3/5	星期一	9:00	76人vs雄鹿	76人	雄鹿	7	25
2017/3/5	星期一	10:00	篮网vs快船	篮网	快船	19	8
2017/3/5	星期一	10:00	尼克斯vs国王	尼克斯	国王	16	17
2017/3/6	星期二	8:00	活塞vs骑士	活塞	骑士	21	3
2017/3/6	星期二	8:00	雄鹿vs步行者	雄鹿	步行者	25	13
2017/3/6	星期二	8:30	太阳vs热火	太阳	热火	28	23
2017/3/6	星期二	9:00	凯尔特人vs公牛	凯尔特人	公牛	4	26
2017/3/6	星期二	9:30	灰熊vs马刺	灰熊	马刺	9	5
2017/3/6	星期二	10:00	魔术vs爵士	魔术	爵士	10	18
2017/3/6	星期二	11:30	开拓者vs湖人	开拓者	湖人	12	20
2017/3/7	星期三	8:00	76人vs黄蜂	76人	黄蜂	7	24
2017/3/7	星期三	8:00	热火vs奇才	热火	奇才	23	22
2017/3/7	星期三	8:00	老鹰vs猛龙	老鹰	猛龙	27	14
2017/3/7	星期三	9:00	火箭vs雷霆	火箭	雷霆	1	0
2017/3/7	星期三	9:30	掘金vs小牛	掘金	小牛	15	29
2017/3/7	星期三	11:00	尼克斯vs开拓者	尼克斯	开拓者	16	12
2017/3/7	星期三	11:30	篮网vs勇士	篮网	勇士	19	2
2017/3/7	星期三	11:30	鹈鹕vs快船	鹈鹕	快船	11	8
2017/3/8	星期四	8:00	爵士vs步行者	爵士	步行者	18	13
2017/3/8	星期四	9:00	火箭vs雄鹿	火箭	雄鹿	1	25
2017/3/8	星期四	9:00	灰熊vs公牛	灰熊	公牛	9	26
2017/3/8	星期四	9:00	猛龙vs活塞	猛龙	活塞	14	21
2017/3/8	星期四	11:00	鹈鹕vs国王	鹈鹕	国王	11	17
2017/3/8	星期四	11:30	骑士vs掘金	骑士	掘金	3	15
2017/3/8	星期四	11:30	魔术vs湖人	魔术	湖人	10	20
2017/3/9	星期五	8:00	篮网vs黄蜂	篮网	黄蜂	19	24
2017/3/9	星期五	8:30	76人vs热火	76人	热火	7	23
2017/3/9	星期五	9:00	凯尔特人vs森林狼	凯尔特人	森林狼	4	6
2017/3/9	星期五	9:00	太阳vs雷霆	太阳	雷霆	28	0
2017/3/9	星期五	11:30	马刺vs勇士	马刺	勇士	5	2
2017/3/10	星期六	8:00	公牛vs活塞	公牛	活塞	26	21
2017/3/10	星期六	8:00	老鹰vs步行者	老鹰	步行者	27	13
2017/3/10	星期六	8:30	火箭vs猛龙	火箭	猛龙	1	14
2017/3/10	星期六	9:00	尼克斯vs雄鹿	尼克斯	雄鹿	16	25
2017/3/10	星期六	9:00	奇才vs鹈鹕	奇才	鹈鹕	22	11
2017/3/10	星期六	9:00	爵士vs灰熊	爵士	灰熊	18	9
2017/3/10	星期六	10:00	湖人vs掘金	湖人	掘金	20	15
2017/3/10	星期六	11:00	勇士vs开拓者	勇士	开拓者	2	12
2017/3/10	星期六	11:00	魔术vs国王	魔术	国王	10	17
2017/3/10	星期六	11:30	骑士vs快船	骑士	快船	3	8
2017/3/11	星期日	6:00	太阳vs黄蜂	太阳	黄蜂	28	24
2017/3/11	星期日	8:30	奇才vs热火	奇才	热火	22	23
2017/3/11	星期日	9:30	马刺vs雷霆	马刺	雷霆	5	0
2017/3/11	星期日	9:30	灰熊vs小牛	灰熊	小牛	9	29
2017/3/11	星期日	11:30	魔术vs快船	魔术	快船	10	8
2017/3/12	星期一	1:00	猛龙vs尼克斯	猛龙	尼克斯	14	16
2017/3/12	星期一	3:30	勇士vs森林狼	勇士	森林狼	2	6
2017/3/12	星期一	3:30	公牛vs老鹰	公牛	老鹰	26	27
2017/3/12	星期一	4:00	爵士vs鹈鹕	爵士	鹈鹕	18	11
2017/3/12	星期一	5:00	国王vs掘金	国王	掘金	17	15
2017/3/12	星期一	7:00	火箭vs小牛	火箭	小牛	1	29
2017/3/12	星期一	7:30	步行者vs凯尔特人	步行者	凯尔特人	13	4
2017/3/12	星期一	7:30	76人vs篮网	76人	篮网	7	19
2017/3/12	星期一	9:00	骑士vs湖人	骑士	湖人	3	20
2017/3/13	星期二	8:00	雄鹿vs灰熊	雄鹿	灰熊	25	9
2017/3/13	星期二	8:00	国王vs雷霆	国王	雷霆	17	0
2017/3/13	星期二	8:00	马刺vs火箭	马刺	火箭	5	1
2017/3/13	星期二	10:30	热火vs开拓者	热火	开拓者	23	12
2017/3/14	星期三	7:00	步行者vs76人	步行者	76人	13	7
2017/3/14	星期三	7:00	森林狼vs奇才	森林狼	奇才	6	22
2017/3/14	星期三	7:30	雷霆vs老鹰	雷霆	老鹰	0	27
2017/3/14	星期三	7:30	小牛vs尼克斯	小牛	尼克斯	29	16
2017/3/14	星期三	7:30	猛龙vs篮网	猛龙	篮网	14	19
2017/3/14	星期三	8:00	黄蜂vs鹈鹕	黄蜂	鹈鹕	24	11
2017/3/14	星期三	8:00	快船vs公牛	快船	公牛	8	26
2017/3/14	星期三	8:30	魔术vs马刺	魔术	马刺	10	5
2017/3/14	星期三	9:00	活塞vs爵士	活塞	爵士	21	18
2017/3/14	星期三	10:00	骑士vs太阳	骑士	太阳	3	28
2017/3/14	星期三	10:30	掘金vs湖人	掘金	湖人	15	20
2017/3/15	星期四	7:00	雄鹿vs魔术	雄鹿	魔术	25	10
2017/3/15	星期四	8:00	奇才vs凯尔特人	奇才	凯尔特人	22	4
2017/3/15	星期四	10:00	热火vs国王	热火	国王	23	17
2017/3/15	星期四	10:30	湖人vs勇士	湖人	勇士	20	2
2017/3/16	星期五	7:00	猛龙vs步行者	猛龙	步行者	14	13
2017/3/16	星期五	7:30	76人vs尼克斯	76人	尼克斯	7	16
2017/3/16	星期五	7:30	黄蜂vs老鹰	黄蜂	老鹰	24	27
2017/3/16	星期五	8:00	公牛vs灰熊	公牛	灰熊	26	9
2017/3/16	星期五	8:00	快船vs火箭	快船	火箭	8	1
2017/3/16	星期五	8:30	鹈鹕vs马刺	鹈鹕	马刺	11	5
2017/3/16	星期五	9:00	太阳vs爵士	太阳	爵士	28	18
2017/3/16	星期五	9:00	活塞vs掘金	活塞	掘金	21	15
2017/3/16	星期五	10:00	骑士vs开拓者	骑士	开拓者	3	12
2017/3/17	星期六	7:00	篮网vs76人	篮网	76人	19	7
2017/3/17	星期六	7:00	凯尔特人vs魔术	凯尔特人	魔术	4	10
2017/3/17	星期六	7:30	小牛vs猛龙	小牛	猛龙	29	14
2017/3/17	星期六	8:00	快船vs雷霆	快船	雷霆	8	0
2017/3/17	星期六	10:30	国王vs勇士	国王	勇士	17	2
2017/3/17	星期六	10:30	热火vs湖人	热火	湖人	23	20
2017/3/18	星期日	7:00	火箭vs鹈鹕	火箭	鹈鹕	1	11
2017/3/18	星期日	7:00	步行者vs奇才	步行者	奇才	13	22
2017/3/18	星期日	7:30	小牛vs篮网	小牛	篮网	29	19
2017/3/18	星期日	7:30	黄蜂vs尼克斯	黄蜂	尼克斯	24	16
2017/3/18	星期日	8:00	掘金vs灰熊	掘金	灰熊	15	9
2017/3/18	星期日	8:00	骑士vs公牛	骑士	公牛	3	26
2017/3/18	星期日	8:30	老鹰vs雄鹿	老鹰	雄鹿	27	25
2017/3/18	星期日	8:30	森林狼vs马刺	森林狼	马刺	6	5
2017/3/18	星期日	9:00	国王vs爵士	国王	爵士	17	18
2017/3/18	星期日	10:00	勇士vs太阳	勇士	太阳	2	28
2017/3/18	星期日	10:00	活塞vs开拓者	活塞	开拓者	21	12
2017/3/19	星期一	1:00	雷霆vs猛龙	雷霆	猛龙	0	14
2017/3/19	星期一	6:00	凯尔特人vs鹈鹕	凯尔特人	鹈鹕	4	11
2017/3/19	星期一	7:00	火箭vs森林狼	火箭	森林狼	1	6
2017/3/19	星期一	10:30	开拓者vs快船	开拓者	快船	12	8
2017/3/20	星期二	7:00	黄蜂vs76人	黄蜂	76人	24	7
2017/3/20	星期二	7:00	湖人vs步行者	湖人	步行者	20	13
2017/3/20	星期二	7:00	雄鹿vs骑士	雄鹿	骑士	25	3
2017/3/20	星期二	7:30	公牛vs尼克斯	公牛	尼克斯	26	16
2017/3/20	星期二	7:30	灰熊vs篮网	灰熊	篮网	9	19
2017/3/20	星期二	7:30	掘金vs热火	掘金	热火	15	23
2017/3/20	星期二	9:30	勇士vs马刺	勇士	马刺	2	5
2017/3/20	星期二	10:00	活塞vs国王	活塞	国王	21	17
2017/3/21	星期三	7:00	猛龙vs魔术	猛龙	魔术	14	10
2017/3/21	星期三	8:00	雷霆vs凯尔特人	雷霆	凯尔特人	0	4
2017/3/21	星期三	8:00	快船vs森林狼	快船	森林狼	8	6
2017/3/21	星期三	8:00	小牛vs鹈鹕	小牛	鹈鹕	29	11
2017/3/21	星期三	9:00	老鹰vs爵士	老鹰	爵士	27	18
2017/3/21	星期三	10:00	活塞vs太阳	活塞	太阳	21	28
2017/3/21	星期三	10:30	火箭vs开拓者	火箭	开拓者	1	12
2017/3/22	星期四	7:00	灰熊vs76人	灰熊	76人	9	7
2017/3/22	星期四	7:00	猛龙vs骑士	猛龙	骑士	14	3
2017/3/22	星期四	7:30	尼克斯vs热火	尼克斯	热火	16	23
2017/3/22	星期四	7:30	黄蜂vs篮网	黄蜂	篮网	24	19
2017/3/22	星期四	8:00	快船vs雄鹿	快船	雄鹿	8	25
2017/3/22	星期四	8:00	掘金vs公牛	掘金	公牛	15	26
2017/3/22	星期四	9:30	奇才vs马刺	奇才	马刺	22	5
2017/3/23	星期五	7:00	灰熊vs黄蜂	灰熊	黄蜂	9	24
2017/3/23	星期五	7:00	76人vs魔术	76人	魔术	7	10
2017/3/23	星期五	8:00	湖人vs鹈鹕	湖人	鹈鹕	20	11
2017/3/23	星期五	8:00	活塞vs火箭	活塞	火箭	21	1
2017/3/23	星期五	8:30	爵士vs小牛	爵士	小牛	18	29
2017/3/23	星期五	10:00	老鹰vs国王	老鹰	国王	27	17
2017/3/24	星期六	7:00	快船vs步行者	快船	步行者	8	13
2017/3/24	星期六	7:00	掘金vs奇才	掘金	奇才	15	22
2017/3/24	星期六	7:30	篮网vs猛龙	篮网	猛龙	19	14
2017/3/24	星期六	7:30	太阳vs骑士	太阳	骑士	28	3
2017/3/24	星期六	7:30	森林狼vs尼克斯	森林狼	尼克斯	6	16
2017/3/24	星期六	8:00	雄鹿vs公牛	雄鹿	公牛	25	26
2017/3/24	星期六	8:00	热火vs雷霆	热火	雷霆	23	0
2017/3/24	星期六	8:30	爵士vs马刺	爵士	马刺	18	5
2017/3/24	星期六	10:00	凯尔特人vs开拓者	凯尔特人	开拓者	4	12
2017/3/24	星期六	10:30	老鹰vs勇士	老鹰	勇士	27	2
2017/3/25	星期日	6:00	森林狼vs76人	森林狼	76人	6	7
2017/3/25	星期日	7:00	太阳vs魔术	太阳	魔术	28	10
2017/3/25	星期日	7:00	公牛vs活塞	公牛	活塞	26	21
2017/3/25	星期日	8:00	湖人vs灰熊	湖人	灰熊	20	9
2017/3/25	星期日	8:00	鹈鹕vs火箭	鹈鹕	火箭	11	1
2017/3/25	星期日	8:30	黄蜂vs小牛	黄蜂	小牛	24	29
2017/3/26	星期一	1:00	骑士vs篮网	骑士	篮网	3	19
2017/3/26	星期一	3:30	马刺vs雄鹿	马刺	雄鹿	5	25
2017/3/26	星期一	5:00	热火vs步行者	热火	步行者	23	13
2017/3/26	星期一	6:00	快船vs猛龙	快船	猛龙	8	14
2017/3/26	星期一	6:00	凯尔特人vs国王	凯尔特人	国王	4	17
2017/3/26	星期一	6:00	尼克斯vs奇才	尼克斯	奇才	16	22
2017/3/26	星期一	7:00	开拓者vs雷霆	开拓者	雷霆	12	0
2017/3/26	星期一	8:00	老鹰vs火箭	老鹰	火箭	27	1
2017/3/26	星期一	8:30	爵士vs勇士	爵士	勇士	18	2
2017/3/27	星期二	7:00	掘金vs76人	掘金	76人	15	7
2017/3/27	星期二	7:00	尼克斯vs黄蜂	尼克斯	黄蜂	16	24
2017/3/27	星期二	7:00	湖人vs活塞	湖人	活塞	20	21
2017/3/27	星期二	8:00	灰熊vs森林狼	灰熊	森林狼	9	6
2017/3/27	星期二	10:00	凯尔特人vs太阳	凯尔特人	太阳	4	28
2017/3/28	星期三	7:00	马刺vs奇才	马刺	奇才	5	22
2017/3/28	星期三	7:30	掘金vs猛龙	掘金	猛龙	15	14
2017/3/28	星期三	8:00	公牛vs火箭	公牛	火箭	26	1
2017/3/28	星期三	8:00	开拓者vs鹈鹕	开拓者	鹈鹕	12	11
2017/3/28	星期三	8:00	骑士vs热火	骑士	热火	3	23
2017/3/28	星期三	10:00	小牛vs国王	小牛	国王	29	17
2017/3/28	星期三	10:30	步行者vs勇士	步行者	勇士	13	2
2017/3/28	星期三	10:30	雄鹿vs快船	雄鹿	快船	25	8
2017/3/29	星期四	7:00	篮网vs魔术	篮网	魔术	19	10
2017/3/29	星期四	7:00	骑士vs黄蜂	骑士	黄蜂	3	24
2017/3/29	星期四	7:00	尼克斯vs76人	尼克斯	76人	16	7
2017/3/29	星期四	8:00	开拓者vs灰熊	开拓者	灰熊	12	9
2017/3/29	星期四	8:00	老鹰vs森林狼	老鹰	森林狼	27	6
2017/3/29	星期四	9:30	凯尔特人vs爵士	凯尔特人	爵士	4	18
2017/3/29	星期四	10:00	快船vs太阳	快船	太阳	8	28
2017/3/29	星期四	10:30	小牛vs湖人	小牛	湖人	29	20
2017/3/30	星期五	7:00	奇才vs活塞	奇才	活塞	22	21
2017/3/30	星期五	7:30	公牛vs热火	公牛	热火	26	23
2017/3/30	星期五	8:00	雷霆vs马刺	雷霆	马刺	0	5
2017/3/30	星期五	10:00	步行者vs国王	步行者	国王	13	17
2017/3/30	星期五	10:30	雄鹿vs勇士	雄鹿	勇士	25	2
2017/3/31	星期六	7:00	公牛vs魔术	公牛	魔术	26	10
2017/3/31	星期六	7:30	76人vs老鹰	76人	老鹰	7	27
2017/3/31	星期六	8:00	掘金vs雷霆	掘金	雷霆	15	0
2017/3/31	星期六	8:00	太阳vs火箭	太阳	火箭	28	1
